DATETIME,ACCURACY,CMODE,HEIGHT,HUMIDITY,IRTEMPERATURE,LIGHT,MAXACC,MAXGYR,MEANGYR,MEANMAG,MODE,NOISE,PRESSURE,STDACC,STDGYR,STDMAG,STEPS,TEMPERATURE,TIMESTAMP,WLATITUDE,WLONGITUDE
2018-11-27 11:17:00+08:00,-2,-1,28.19,73.5,23.76,40,32767,18326,4653,911,3,63,100968,4588,3507,32,73721,27.87,1543288627,92,182
2018-11-27 11:17:15+08:00,-2,-1,28.19,75,22.59,10,32767,21752,4241,810,3,63,100968,4634,3105,69,73721,27.91,1543288645,92,182
2018-11-27 11:17:30+08:00,-2,-1,28.03,71,18.86,0,32767,7375,4176,766,3,53,100970,4634,1581,87,73779,27.91,1543288661,92,182
2018-11-27 11:17:45+08:00,-2,-1,28.19,58.5,17.92,0,32767,17373,10398,622,3,43,100968,4396,4634,181,73830,27.89,1543288677,92,182
2018-11-27 11:18:00+08:00,-2,-1,27.79,55,18.2,0,20497,6357,3792,655,3,62,100973,1803,1506,53,73830,27.87,1543288693,92,182
2018-11-27 11:18:15+08:00,-2,-1,28.43,54,17.2,10,20653,4249,2855,788,6,41,100965,909,870,108,73830,27.81,1543288709,92,182
2018-11-27 11:18:30+08:00,-2,-1,27.95,53.5,16.42,0,19412,5180,2395,709,6,68,100971,1313,825,63,73830,27.76,1543288724,92,182
2018-11-27 11:18:45+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 11:19:00+08:00,-2,-1,26.84,52.5,15.31,0,32767,32767,9638,656,3,65,100985,4634,4634,148,73837,27.68,1543288741,92,182
2018-11-27 11:19:15+08:00,-2,-1,27.08,51.5,15.14,0,16864,27,23,598,3,44,100982,85,1,5,73837,27.64,1543288757,92,182
2018-11-27 11:19:30+08:00,-2,-1,26.77,51.5,14.92,0,16779,26,24,598,6,37,100986,71,1,5,73837,27.55,1543288775,92,182
2018-11-27 11:19:45+08:00,-2,-1,26.92,51.5,14.75,0,16888,26,24,599,6,48,100984,78,0,4,73837,27.48,1543288791,92,182
2018-11-27 11:20:00+08:00,-2,-1,27.56,51.5,14.36,0,16788,28,23,600,1,69,100976,74,1,5,73837,27.39,1543288806,92,182
2018-11-27 11:20:15+08:00,-2,-1,27.32,52,14.19,0,16847,26,24,599,1,70,100979,84,0,5,73837,27.31,1543288822,92,182
2018-11-27 11:20:30+08:00,-2,-1,27.24,51.5,14.19,0,16833,27,23,600,1,65,100980,89,1,5,73837,27.24,1543288838,92,182
2018-11-27 11:20:45+08:00,-2,-1,27.4,51,13.53,0,16834,27,23,599,1,48,100978,84,1,5,73837,27.17,1543288856,92,182
2018-11-27 11:21:00+08:00,-2,-1,27.4,51.5,13.42,0,16804,26,23,599,1,74,100978,85,1,5,73837,27.11,1543288872,92,182
2018-11-27 11:21:15+08:00,-2,-1,27.16,51.5,13.53,0,16866,26,23,599,1,55,100981,89,1,5,73837,27.03,1543288888,92,182
2018-11-27 11:21:30+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 11:21:45+08:00,-2,-1,27.32,51.5,13.3,0,16894,27,23,598,1,39,100979,93,1,4,73837,26.96,1543288906,92,182
2018-11-27 11:22:00+08:00,-2,-1,27.24,51.5,12.86,0,16860,27,24,599,1,48,100980,77,1,5,73837,26.89,1543288922,92,182
2018-11-27 11:22:15+08:00,-2,-1,26.84,51.5,12.75,0,16864,26,24,599,1,66,100985,82,0,5,73837,26.84,1543288938,92,182
2018-11-27 11:22:30+08:00,-2,-1,27.24,51.5,13.47,0,16835,27,24,598,1,60,100980,83,1,4,73837,26.77,1543288954,92,182
